Course Title,Credits,Prerequisites,Concurrent Enrollment,Major
EDR 3891 - Quantitative and Qualitative Methods in Research,Credit(s): 3 Credits,NaN,NaN,Education Research (EDR)
EDR 3930 - Special Topics,Credit(s): 3 Credits (Repeatable for credit),NaN,NaN,Education Research (EDR)
EDR 3980 - Independent Study,Credit(s): 1 or 3 Credits (Repeatable for credit),NaN,NaN,Education Research (EDR)
EDR 4930 - Special Topics,Credit(s): 1-3 Credits (Repeatable for credit),NaN,NaN,Education Research (EDR)
EDR 4970 - Action Research for Educators,Credit(s): 1 Credit,NaN,NaN,Education Research (EDR)
EDR 4980 - Advanced Independent Study,Credit(s): 0-3 Credits (Repeatable for credit),NaN,NaN,Education Research (EDR)
EDR 5000 - General Research Methods for Education,Credit(s): 3 Credits,NaN,NaN,Education Research (EDR)
EDR 5100 - Intro to Inferential Stats: Ed,Credit(s): 3 Credits,NaN,NaN,Education Research (EDR)
EDR 5400 - Qualitative Research in Education,Credit(s): 3 Credits,NaN,NaN,Education Research (EDR)
EDR 5500 - Evaluation of Education Programs,Credit(s): 3 Credits,NaN,NaN,Education Research (EDR)
EDR 5800 - Action Research for Teachers,Credit(s): 3 Credits,NaN,NaN,Education Research (EDR)
EDR 5930 - Special Topics,Credit(s): 3 Credits (Repeatable for credit),NaN,NaN,Education Research (EDR)
EDR 5950 - Special Study for Exams,Credit(s): 0 Credits (Repeatable for credit),NaN,NaN,Education Research (EDR)
EDR 5980 - Graduate Reading Course,Credit(s): 1-3 Credits,NaN,NaN,Education Research (EDR)
EDR 5990 - Thesis Research,Credit(s): 0-6 Credits,NaN,NaN,Education Research (EDR)
EDR 6000 - Professional Writing,Credit(s): 3 Credits,"EDR 5000, EDR 5100, EDR 6100, EDR 5400",NaN,Education Research (EDR)
EDR 6010 - Doctoral Residency,Credit(s): 0-3 Credits,NaN,NaN,Education Research (EDR)
EDR 6060 - Research Design and Analysis,Credit(s): 3 Credits,"EDR 5000, EDR 5100, EDR 6100",NaN,Education Research (EDR)
EDR 6070 - Evidence Based Decision Making,Credit(s): 3 Credits,NaN,NaN,Education Research (EDR)
EDR 6100 -  Intermediate Applied Statistics for Education,Credit(s): 3 Credits,"EDR 5000, EDR 5100, EDR 6100",NaN,Education Research (EDR)
EDR 6150 - Single Subject Experimental Research Design,Credit(s): 3 Credits,"EDR 5000, EDR 5100, EDR 6100",NaN,Education Research (EDR)
EDR 6250 - Topics in Advanced Quantitative Research in Education,Credit(s): 3 Credits (Repeatable up to 12 credits),NaN,NaN,Education Research (EDR)
EDR 6350 - Experimental and Quasi-Experimental Designs,Credit(s): 3 Credits,EDR 6100,Concurrent enrollment allowed.,Education Research (EDR)
EDR 6400 - Advanced Qual Research for Ed,Credit(s): 3 Credits,EDR 5400,NaN,Education Research (EDR)
EDR 6450 - Topics in Advanced Qualitative Research in Education,Credit(s): 3 Credits (Repeatable up to 12 credits),NaN,NaN,Education Research (EDR)
EDR 6500 - Multilevel Regression Models,Credit(s): 3 Credits,EDR 6100,NaN,Education Research (EDR)
EDR 6600 - Designing Mixed Methods Research,Credit(s): 3 Credits,"EDR 5000, EDR 5100, EDR 6100",NaN,Education Research (EDR)
EDR 6700 - Theoretical and Conceptual Frameworks in Education Research,Credit(s): 3 Credits,NaN,NaN,Education Research (EDR)
EDR 6930 - Special Topics,Credit(s): 3 Credits (Repeatable up to 12 credits),NaN,NaN,Education Research (EDR)
EDR 6950 - Special Study for Exams,Credit(s): 0 Credits,NaN,NaN,Education Research (EDR)
EDR 6960 - Project Guidance,Credit(s): 0-4 Credits (Repeatable for credit),NaN,NaN,Education Research (EDR)
EDR 6970 - Research Topics in Education,Credit(s): 3 Credits,"EDR 5000, EDR 5100, EDR 6100, EDR 5400",NaN,Education Research (EDR)
EDR 6971 - Research Topics EdD,Credit(s): 3 Credits (Repeatable for credit),NaN,NaN,Education Research (EDR)
EDR 6980 - Graduate Reading Course,Credit(s): 1-3 Credits (Repeatable for credit),NaN,NaN,Education Research (EDR)
EDR 6990 - Dissertation Research,Credit(s): 0-12 Credits (Repeatable for credit),NaN,NaN,Education Research (EDR)
ECE 1001 - Introduction to Electrical and Computer Engineering I,Credit(s): 1 Credit,NaN,NaN,Electrical and Computer Engineering (ECE)
ECE 1002 - Introduction to Electrical and Computer Engineering II,Credit(s): 1 Credit,NaN,NaN,Electrical and Computer Engineering (ECE)
ECE 1100 - Electrical Engineering 101,Credit(s): 2 Credits,NaN,NaN,Electrical and Computer Engineering (ECE)
ECE 1200 - Computer Engineering 101,Credit(s): 2 Credits,NaN,NaN,Electrical and Computer Engineering (ECE)
ECE 2001 - Introduction to Electrical Engineering,Credit(s): 3 Credits,"MATH 1520, PHYS 1630",NaN,Electrical and Computer Engineering (ECE)
ECE 2002 - Electrical Engineering Lab,Credit(s): 1 Credit,ECE 2001,Concurrent enrollment allowed.,Electrical and Computer Engineering (ECE)
ECE 2101 - Electrical Circuits I,Credit(s): 3 Credits,"PHYS 1610, MATH 1520",NaN,Electrical and Computer Engineering (ECE)
ECE 2102 - Electrical Circuits II,Credit(s): 3 Credits,ECE 2101,NaN,Electrical and Computer Engineering (ECE)
ECE 2103 - Electrical Circuits Lab,Credit(s): 1 Credit,ECE 2101,Concurrent enrollment allowed.,Electrical and Computer Engineering (ECE)
ECE 2205 - Digital Design,Credit(s): 3 Credits,NaN,NaN,Electrical and Computer Engineering (ECE)
ECE 2206 - Digital Design Lab,Credit(s): 1 Credit,NaN,NaN,Electrical and Computer Engineering (ECE)
ECE 2910 - Co-op in Electrical and Computer Engineering,Credit(s): 0-3 Credits (Repeatable for credit),NaN,NaN,Electrical and Computer Engineering (ECE)
ECE 2915 - Internship with Industry,Credit(s): 1-3 Credits (Repeatable for credit),NaN,NaN,Electrical and Computer Engineering (ECE)
ECE 2930 - Special Topics,Credit(s): 1-3 Credits (Repeatable for credit),NaN,NaN,Electrical and Computer Engineering (ECE)
ECE 2980 - Independent Study,Credit(s): 1 or 3 Credits (Repeatable for credit),NaN,NaN,Electrical and Computer Engineering (ECE)
ECE 3052 - Probability and Random Variables for Engineers,Credit(s): 3 Credits,"MATH 2530, BME 2000, CSCI 1060, CSCI 1300",NaN,Electrical and Computer Engineering (ECE)
ECE 3090 - Junior Design,Credit(s): 1 Credit,ECE 3150,NaN,Electrical and Computer Engineering (ECE)
ECE 3110 - Electric Energy Conversion,Credit(s): 3 Credits,"ECE 2102, MATH 3550",NaN,Electrical and Computer Engineering (ECE)
ECE 3130 - Semiconductor Devices,Credit(s): 3 Credits,"ECE 2102, MATH 3550",NaN,Electrical and Computer Engineering (ECE)
ECE 3131 - Electronic Circuit Design,Credit(s): 3 Credits,ECE 3130,NaN,Electrical and Computer Engineering (ECE)
ECE 3132 - Electronic Circuit Design Lab,Credit(s): 1 Credit,ECE 3131,Concurrent enrollment allowed.,Electrical and Computer Engineering (ECE)
ECE 3140 - Electromagnetic Fields,Credit(s): 3 Credits,"ECE 2102, MATH 3550",NaN,Electrical and Computer Engineering (ECE)
ECE 3150 - Linear Systems,Credit(s): 3 Credits,"ECE 2001, ECE 2102, MATH 3550",NaN,Electrical and Computer Engineering (ECE)
ECE 3150X - Signals,Credit(s): 3 Credits,NaN,NaN,Electrical and Computer Engineering (ECE)
ECE 3151 - Linear Systems Lab,Credit(s): 1 Credit,"CSCI 1060, CSCI 1300, BME 2000, ECE 3150",Concurrent enrollment allowed.,Electrical and Computer Engineering (ECE)
ECE 3205 - Advanced Digital Design,Credit(s): 3 Credits,ECE 2205,NaN,Electrical and Computer Engineering (ECE)
ECE 3215 - Computer Systems Design,Credit(s): 3 Credits,"ECE 3205, ECE 3225",NaN,Electrical and Computer Engineering (ECE)
ECE 3216 - Computer Systems Design Lab,Credit(s): 1 Credit,NaN,NaN,Electrical and Computer Engineering (ECE)
ECE 3217 - Computer Architecture and Organization,Credit(s): 3 Credits,"CSCI 1300, MATH 1660",NaN,Electrical and Computer Engineering (ECE)
ECE 3225 - Microprocessors,Credit(s): 3 Credits,"CSCI 1060, BME 2000, CSCI 1300",NaN,Electrical and Computer Engineering (ECE)
ECE 3226 - Microprocessors Laboratory,Credit(s): 1 Credit,ECE 3225,Concurrent enrollment allowed.,Electrical and Computer Engineering (ECE)
ECE 3910 - Co-op with Industry,Credit(s): 0-3 Credits (Repeatable for credit),NaN,NaN,Electrical and Computer Engineering (ECE)
ECE 3915 - Internship with Industry,Credit(s): 1-3 Credits (Repeatable for credit),NaN,NaN,Electrical and Computer Engineering (ECE)
ECE 3930 - Special Topics,Credit(s): 1-3 Credits (Repeatable for credit),NaN,NaN,Electrical and Computer Engineering (ECE)
ECE 3980 - Independent Study,Credit(s): 1 or 3 Credits (Repeatable for credit),NaN,NaN,Electrical and Computer Engineering (ECE)
ECE 4110 - Power Systems Analysis I,Credit(s): 3 Credits,NaN,NaN,Electrical and Computer Engineering (ECE)
ECE 4120 - Automatic Control Systems,Credit(s): 3 Credits,ECE 3150,NaN,Electrical and Computer Engineering (ECE)
ECE 4132 - Analog Integrated Circuit Design,Credit(s): 3 Credits,NaN,NaN,Electrical and Computer Engineering (ECE)
ECE 4140 - Electromagnetic Waves,Credit(s): 3 Credits,ECE 3140,NaN,Electrical and Computer Engineering (ECE)
ECE 4141 - Radar Systems,Credit(s): 3 Credits,ECE 4160,NaN,Electrical and Computer Engineering (ECE)
ECE 4150 - Filter Design,Credit(s): 3 Credits,"ECE 3131, MATH 3550",NaN,Electrical and Computer Engineering (ECE)
ECE 4151 - Digital Signal Processing,Credit(s): 3 Credits,"ECE 3150, MATH 3550",NaN,Electrical and Computer Engineering (ECE)
ECE 4153 - Image Processing,Credit(s): 3 Credits,ECE 3150,NaN,Electrical and Computer Engineering (ECE)
ECE 4160 - Communication Systems,Credit(s): 3 Credits,"ECE 3150, ECE 3052",Concurrent enrollment allowed.,Electrical and Computer Engineering (ECE)
ECE 4161 - Satellite Communication,Credit(s): 3 Credits,NaN,NaN,Electrical and Computer Engineering (ECE)
ECE 4162 - Cellular Communications,Credit(s): 3 Credits,NaN,NaN,Electrical and Computer Engineering (ECE)
ECE 4170 - Energy Technologies I,Credit(s): 3 Credits,ECE 3110,NaN,Electrical and Computer Engineering (ECE)
ECE 4225 - Hardware/Software Co-Design,Credit(s): 3 Credits,NaN,NaN,Electrical and Computer Engineering (ECE)
ECE 4226 - Mobile Robotics,Credit(s): 3 Credits,"ECE 3150, MATH 3850, ECE 3052, CSCI 1060, CSCI 1300, BME 2000",NaN,Electrical and Computer Engineering (ECE)
ECE 4235 - Digital IC Design,Credit(s): 3 Credits,"ECE 2205, ECE 3131",NaN,Electrical and Computer Engineering (ECE)
ECE 4245 - Computer Networks Design,Credit(s): 3 Credits,CSCI 3500,NaN,Electrical and Computer Engineering (ECE)
ECE 4245X - Computer Networks,Credit(s): 3 Credits,NaN,NaN,Electrical and Computer Engineering (ECE)
ECE 4800 - Electrical and Computer Engineering Design I,Credit(s): 3 Credits,,NaN,Electrical and Computer Engineering (ECE)
ECE 4810 - Electrical and Computer Engineering Design II,Credit(s): 3 Credits,ECE 4800,NaN,Electrical and Computer Engineering (ECE)
ECE 4910 - Co-Op with Industry,Credit(s): 1-3 Credits (Repeatable for credit),NaN,NaN,Electrical and Computer Engineering (ECE)
ECE 4915 - Internship with Industry,Credit(s): 1-3 Credits (Repeatable for credit),NaN,NaN,Electrical and Computer Engineering (ECE)
ECE 4930 - Special Lecture,Credit(s): 1-3 Credits (Repeatable for credit),NaN,NaN,Electrical and Computer Engineering (ECE)
ECE 4931 - Special Lecture,Credit(s): 3 Credits (Repeatable for credit),NaN,NaN,Electrical and Computer Engineering (ECE)
ECE 4980 - Independent Study,Credit(s): 1-3 Credits (Repeatable for credit),NaN,NaN,Electrical and Computer Engineering (ECE)
ECE 5000 - Seminars,Credit(s): 0 Credits,NaN,NaN,Electrical and Computer Engineering (ECE)
ECE 5055 - Stochastic Processes,Credit(s): 3 Credits,NaN,NaN,Electrical and Computer Engineering (ECE)
ECE 5110 - Power Systems Analysis I,Credit(s): 3 Credits,NaN,NaN,Electrical and Computer Engineering (ECE)
ECE 5120 - Modern Control Theory,Credit(s): 3 Credits,NaN,NaN,Electrical and Computer Engineering (ECE)
ECE 5132 - Analog Integrated Circuit Design,Credit(s): 3 Credits,NaN,NaN,Electrical and Computer Engineering (ECE)
ECE 5141 - Radar System,Credit(s): 3 Credits,NaN,NaN,Electrical and Computer Engineering (ECE)
ECE 5150 - Filter Design,Credit(s): 3 Credits,,NaN,Electrical and Computer Engineering (ECE)
ECE 5151 - Digital Signal Processing,Credit(s): 3 Credits,NaN,NaN,Electrical and Computer Engineering (ECE)
ECE 5153 - Image Processing,Credit(s): 3 Credits,NaN,NaN,Electrical and Computer Engineering (ECE)
ECE 5160 - Communication Systems,Credit(s): 3 Credits,"ECE 3150, ECE 3052",Concurrent enrollment allowed.,Electrical and Computer Engineering (ECE)
ECE 5161 - Satellite Communications,Credit(s): 3 Credits,NaN,NaN,Electrical and Computer Engineering (ECE)
ECE 5162 - Cellular Communications,Credit(s): 3 Credits,NaN,NaN,Electrical and Computer Engineering (ECE)
ECE 5170 - Energy Technologies I,Credit(s): 3 Credits (Repeatable for credit),ECE 3110,NaN,Electrical and Computer Engineering (ECE)
ECE 5225 - Hardware Software Co-Design,Credit(s): 3 Credits,NaN,NaN,Electrical and Computer Engineering (ECE)
ECE 5226 - Mobile Robotics,Credit(s): 3 Credits,NaN,NaN,Electrical and Computer Engineering (ECE)
ECE 5235 - Digital IC Design,Credit(s): 3 Credits,ECE 3130,NaN,Electrical and Computer Engineering (ECE)
ECE 5245 - Computer Networks Design,Credit(s): 3 Credits,CSCI 3500,NaN,Electrical and Computer Engineering (ECE)
ECE 5800 - ECE Design I,Credit(s): 3 Credits,,NaN,Electrical and Computer Engineering (ECE)
ECE 5810 - ECE Design II,Credit(s): 3 Credits,ECE 5800,NaN,Electrical and Computer Engineering (ECE)
ECE 5910 - Co-Op with Industry,Credit(s): 1-6 Credits,NaN,NaN,Electrical and Computer Engineering (ECE)
ECE 5915 - Internship with Industry,Credit(s): 1-3 Credits,NaN,NaN,Electrical and Computer Engineering (ECE)
ECE 5930 - Special Topics,Credit(s): 3 Credits (Repeatable for credit),NaN,NaN,Electrical and Computer Engineering (ECE)
ECE 5960 - Masters Project,Credit(s): 1-3 Credits (Repeatable up to 12 credits),NaN,NaN,Electrical and Computer Engineering (ECE)
ECE 5970 - Research Topics,Credit(s): 1-3 Credits (Repeatable up to 12 credits),NaN,NaN,Electrical and Computer Engineering (ECE)
ECE 5980 - Independent Study,Credit(s): 1-3 Credits (Repeatable up to 12 credits),NaN,NaN,Electrical and Computer Engineering (ECE)
ECE 5990 - Masters Thesis Research,Credit(s): 0-6 Credits (Repeatable for credit),NaN,NaN,Electrical and Computer Engineering (ECE)
ECE 6910 - Co-Op with Industry,Credit(s): 1-6 Credits,NaN,NaN,Electrical and Computer Engineering (ECE)
ECE 6915 - Internship with Industry,Credit(s): 1-3 Credits,NaN,NaN,Electrical and Computer Engineering (ECE)
ECE 6930 - Special Topics,Credit(s): 3 Credits (Repeatable for credit),NaN,NaN,Electrical and Computer Engineering (ECE)
ECE 6970 - Research Topics,Credit(s): 1-3 Credits (Repeatable up to 12 credits),NaN,NaN,Electrical and Computer Engineering (ECE)
ECE 6980 - Independent Study,Credit(s): 1-3 Credits (Repeatable for credit),NaN,NaN,Electrical and Computer Engineering (ECE)
ECE 6990 - Doctoral Dissertation Research,Credit(s): 0-9 Credits (Repeatable for credit),NaN,NaN,Electrical and Computer Engineering (ECE)
EMGT 1500 - Fundamentals of Emergency Management,Credit(s): 3 Credits,NaN,NaN,Emergency Management (EMGT)
"EMGT 1600 - Managing Natural, Man-made and Technological Disasters",Credit(s): 3 Credits,NaN,NaN,Emergency Management (EMGT)
EMGT 1710 - First Responder and Healthcare Coordination in High Impact Disasters,Credit(s): 3 Credits,NaN,NaN,Emergency Management (EMGT)
EMGT 2900 - Emergency Management Fundamentals Practicum,Credit(s): 3 Credits,"EMGT 1500, EMGT 1600, EMGT 1710",NaN,Emergency Management (EMGT)
EMGT 3900 - Homeland Security Intermediate Practicum,Credit(s): 3 Credits,"EMGT 1500, EMGT 2900",NaN,Emergency Management (EMGT)
EMGT 4760 - Emergency Management in Practice,Credit(s): 3 Credits,EMGT 1500,NaN,Emergency Management (EMGT)
EMGT 4770 - Emergency Management Homeland Security Exercise Design and Evaluation,Credit(s): 3 Credits,"EMGT 1500, EMGT 1600, EMGT 2900, EMGT 4760",NaN,Emergency Management (EMGT)
EMGT 4800 - Emergency Management Capstone,Credit(s): 3 Credits,NaN,NaN,Emergency Management (EMGT)
EMGT 4810 - Emergency Management Homeland Security Technologies,Credit(s): 3 Credits,EMGT 1500,NaN,Emergency Management (EMGT)
EMGT 4830 - Computer Modeling for Emergency Planning and Management,Credit(s): 3 Credits,EMGT 1500,NaN,Emergency Management (EMGT)
EMGT 5000 - Critical Decision Making in Emergency Management,Credit(s): 3 Credits,NaN,NaN,Emergency Management (EMGT)
EMGT 5100 - Advanced Emergency Management,Credit(s): 3 Credits,EMGT 5000,NaN,Emergency Management (EMGT)
EMGT 5200 - Current and Emerging Technologies in Emergency Management,Credit(s): 3 Credits,EMGT 5000,NaN,Emergency Management (EMGT)
EMGT 5300 - Communications – Disasters and Media,Credit(s): 3 Credits,EMGT 5000,NaN,Emergency Management (EMGT)
EMGT 5961 - Emergency Management Master’s Project I,Credit(s): 1 Credit,NaN,NaN,Emergency Management (EMGT)
EMGT 5962 - Emergency Management Master’s Project II,Credit(s): 1 Credit,EMGT 5961,NaN,Emergency Management (EMGT)
EMGT 5963 - Emrgncy Mgmt Master's Proj III,Credit(s): 1 Credit,EMGT 5962,NaN,Emergency Management (EMGT)
EM 0305 - Emergency Medicine Career Exploration - St. Mary's Hospital,Credit(s): 1-4 Credits (Repeatable for credit),NaN,NaN,Emergency Medicine (EM)
EM 0410 - Emergency Medicine,Credit(s): 1-12 Credits,NaN,NaN,Emergency Medicine (EM)
EM 0411 - Emergency Medicine Ultrasound and Clinical Decision-Making,Credit(s): 2-12 Credits,NaN,NaN,Emergency Medicine (EM)
EM 0412 - Emergency Medicine Mastery Course,Credit(s): 2-12 Credits,NaN,NaN,Emergency Medicine (EM)
EM 0413 - Emergency Electrocardiography,Credit(s): 2-12 Credits,NaN,NaN,Emergency Medicine (EM)
EM 0414 - Wilderness Medicine,Credit(s): 2-12 Credits,NaN,NaN,Emergency Medicine (EM)
EM 0416 - Emergency Medicine Bootcamp,Credit(s): 1-4 Credits (Repeatable for credit),NaN,NaN,Emergency Medicine (EM)
EM 0901 - Emergency Medicine Direct Patient Care,Credit(s): 1-12 Credits (Repeatable for credit),NaN,NaN,Emergency Medicine (EM)
EM 0903 - Emergency Medicine Research,Credit(s): 1-12 Credits (Repeatable for credit),NaN,NaN,Emergency Medicine (EM)
ENDR 0200 - Endocrine and Reproductive System,Credit(s): 4 or 5 Credits,NaN,NaN,Endocrine and Reproductive Systems (ENDR)
ENDG 5000 - Preclinical Endodontic Techniques,Credit(s): 1 Credit,NaN,NaN,Endodontics (ENDG)
ENDG 5120 - Management of the Medically Compromised Patient,Credit(s): 1 Credit,NaN,NaN,Endodontics (ENDG)
ENDG 5200 - Literature Review I,Credit(s): 1 Credit,NaN,NaN,Endodontics (ENDG)
ENDG 5210 - Literature Review II,Credit(s): 1 Credit,NaN,NaN,Endodontics (ENDG)
ENDG 5220 - Literature Review III,Credit(s): 1 Credit,NaN,NaN,Endodontics (ENDG)
ENDG 5230 - Literature Review IV,Credit(s): 1 Credit,NaN,NaN,Endodontics (ENDG)
ENDG 5240 - Literature Review V,Credit(s): 1 Credit,NaN,NaN,Endodontics (ENDG)
ENDG 5300 - Preclinical Teaching Practicum,Credit(s): 0 Credits (Repeatable for credit),NaN,NaN,Endodontics (ENDG)
ENDG 5310 - Clinical Teaching Practicum,Credit(s): 0 Credits (Repeatable for credit),NaN,NaN,Endodontics (ENDG)
ENDG 5410 - Pulp Biology,Credit(s): 1 Credit,NaN,NaN,Endodontics (ENDG)
